system_id,g_protein_family,g_protein_family_label,interface,mean,ci_lo,ci_hi,n_replicas,replica_1,replica_2,replica_3,unit
Gq_7W55,Gq,Gq/11,TM3-TM4,0.47,0.41,0.58,3,0.41,0.58,0.42,fraction
Gq_7W55,Gq,Gq/11,TM4-TM5,0.155,0.0,0.31,3,0.0,0.31,0.155,fraction
Gq_7W55,Gq,Gq/11,TM5-TM6,0.143,0.105,0.195,3,0.195,0.13,0.105,fraction
Gq_7W55,Gq,Gq/11,TM6-TM7,0.108,0.025,0.255,3,0.045,0.025,0.255,fraction
Gq_7W55,Gq,Gq/11,TM7-TM1,0.605,0.57,0.665,3,0.57,0.665,0.58,fraction
Gq_7XW9,Gq,Gq/11,TM1-TM2,0.112,0.045,0.145,3,0.045,0.145,0.145,fraction
Gq_7XW9,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7XW9,Gq,Gq/11,TM3-TM4,0.11,0.05,0.22,3,0.06,0.22,0.05,fraction
Gq_7XW9,Gq,Gq/11,TM4-TM5,0.22,0.13,0.305,3,0.13,0.305,0.225,fraction
Gq_7XW9,Gq,Gq/11,TM5-TM6,0.155,0.055,0.215,3,0.055,0.195,0.215,fraction
Gq_7XW9,Gq,Gq/11,TM6-TM7,0.107,0.02,0.27,3,0.03,0.02,0.27,fraction
Gq_7XW9,Gq,Gq/11,TM7-TM1,0.622,0.595,0.665,3,0.605,0.665,0.595,fraction
Gq_7XWO,Gq,Gq/11,TM1-TM2,0.307,0.14,0.515,3,0.14,0.265,0.515,fraction
Gq_7XWO,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7XWO,Gq,Gq/11,TM3-TM4,0.27,0.11,0.515,3,0.515,0.185,0.11,fraction
Gq_7XWO,Gq,Gq/11,TM4-TM5,0.057,0.025,0.11,3,0.11,0.035,0.025,fraction
Gq_7XWO,Gq,Gq/11,TM5-TM6,0.062,0.01,0.165,3,0.165,0.01,0.01,fraction
Gq_7XWO,Gq,Gq/11,TM6-TM7,0.147,0.055,0.235,3,0.235,0.15,0.055,fraction
Gq_7XWO,Gq,Gq/11,TM7-TM1,0.19,0.12,0.29,3,0.12,0.29,0.16,fraction
Gq_7XXH,Gq,Gq/11,TM1-TM2,0.252,0.0,0.75,3,0.0,0.75,0.005,fraction
Gq_7XXH,Gq,Gq/11,TM2-TM3,0.018,0.01,0.025,3,0.02,0.025,0.01,fraction
Gq_7XXH,Gq,Gq/11,TM3-TM4,0.448,0.41,0.49,3,0.41,0.445,0.49,fraction
Gq_7XXH,Gq,Gq/11,TM4-TM5,0.057,0.04,0.08,3,0.05,0.04,0.08,fraction
Gq_7XXH,Gq,Gq/11,TM5-TM6,0.132,0.09,0.19,3,0.115,0.19,0.09,fraction
Gq_7XXH,Gq,Gq/11,TM6-TM7,0.175,0.035,0.435,3,0.055,0.035,0.435,fraction
Gq_7XXH,Gq,Gq/11,TM7-TM1,0.21,0.075,0.425,3,0.425,0.13,0.075,fraction
Gq_7Y26,Gq,Gq/11,TM1-TM2,0.272,0.22,0.375,3,0.22,0.22,0.375,fraction
Gq_7Y26,Gq,Gq/11,TM2-TM3,0.003,0.0,0.01,3,0.0,0.01,0.0,fraction
Gq_7Y26,Gq,Gq/11,TM3-TM4,0.522,0.24,0.735,3,0.59,0.735,0.24,fraction
Gq_7Y26,Gq,Gq/11,TM4-TM5,0.098,0.035,0.155,3,0.105,0.155,0.035,fraction
Gq_7Y26,Gq,Gq/11,TM5-TM6,0.308,0.295,0.325,3,0.305,0.325,0.295,fraction
Gq_7Y26,Gq,Gq/11,TM6-TM7,0.16,0.105,0.215,3,0.16,0.215,0.105,fraction
Gq_7Y26,Gq,Gq/11,TM7-TM1,0.432,0.355,0.545,3,0.545,0.395,0.355,fraction
Gq_7YDM,Gq,Gq/11,TM1-TM2,0.022,0.01,0.03,3,0.03,0.01,0.025,fraction
Gq_7YDM,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_7YDM,Gq,Gq/11,TM3-TM4,0.503,0.49,0.51,3,0.51,0.49,0.51,fraction
Gq_7YDM,Gq,Gq/11,TM4-TM5,0.603,0.585,0.63,3,0.585,0.595,0.63,fraction
Gq_7YDM,Gq,Gq/11,TM5-TM6,0.048,0.025,0.085,3,0.025,0.035,0.085,fraction
Gq_7YDM,Gq,Gq/11,TM6-TM7,0.222,0.135,0.27,3,0.135,0.27,0.26,fraction
Gq_7YDM,Gq,Gq/11,TM7-TM1,0.005,0.0,0.01,3,0.005,0.0,0.01,fraction
Gq_8DWC,Gq,Gq/11,TM1-TM2,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_8DWC,Gq,Gq/11,TM2-TM3,0.003,0.0,0.01,3,0.0,0.0,0.01,fraction
Gq_8DWC,Gq,Gq/11,TM3-TM4,0.407,0.355,0.485,3,0.485,0.355,0.38,fraction
Gq_8DWC,Gq,Gq/11,TM4-TM5,0.493,0.425,0.555,3,0.425,0.555,0.5,fraction
Gq_8DWC,Gq,Gq/11,TM5-TM6,0.59,0.475,0.695,3,0.6,0.695,0.475,fraction
Gq_8DWC,Gq,Gq/11,TM6-TM7,0.293,0.065,0.525,3,0.065,0.29,0.525,fraction
Gq_8DWC,Gq,Gq/11,TM7-TM1,0.1,0.09,0.105,3,0.105,0.09,0.105,fraction
Gq_8E9W,Gq,Gq/11,TM1-TM2,0.147,0.11,0.185,3,0.185,0.11,0.145,fraction
Gq_8E9W,Gq,Gq/11,TM2-TM3,0.002,0.0,0.005,3,0.005,0.0,0.0,fraction
Gq_8E9W,Gq,Gq/11,TM3-TM4,0.758,0.635,0.895,3,0.895,0.745,0.635,fraction
Gq_8E9W,Gq,Gq/11,TM4-TM5,0.362,0.31,0.405,3,0.31,0.37,0.405,fraction
Gq_8E9W,Gq,Gq/11,TM5-TM6,0.105,0.02,0.2,3,0.2,0.095,0.02,fraction
Gq_8E9W,Gq,Gq/11,TM6-TM7,0.262,0.13,0.36,3,0.295,0.36,0.13,fraction
Gq_8E9W,Gq,Gq/11,TM7-TM1,0.913,0.9,0.93,3,0.91,0.93,0.9,fraction
Gq_8EJC,Gq,Gq/11,TM1-TM2,0.003,0.0,0.005,3,0.005,0.005,0.0,fraction
Gq_8EJC,Gq,Gq/11,TM2-TM3,0.047,0.025,0.075,3,0.025,0.075,0.04,fraction
Gq_8EJC,Gq,Gq/11,TM3-TM4,0.163,0.0,0.44,3,0.05,0.0,0.44,fraction
Gq_8EJC,Gq,Gq/11,TM4-TM5,0.46,0.305,0.595,3,0.48,0.595,0.305,fraction
Gq_8EJC,Gq,Gq/11,TM5-TM6,0.025,0.0,0.065,3,0.01,0.0,0.065,fraction
Gq_8EJC,Gq,Gq/11,TM6-TM7,0.003,0.0,0.01,3,0.0,0.0,0.01,fraction
Gq_8EJC,Gq,Gq/11,TM7-TM1,0.08,0.025,0.115,3,0.115,0.025,0.1,fraction
Gq_8F7X,Gq,Gq/11,TM1-TM2,0.413,0.335,0.485,3,0.485,0.335,0.42,fraction
Gq_8F7X,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_8F7X,Gq,Gq/11,TM3-TM4,0.727,0.675,0.755,3,0.75,0.755,0.675,fraction
Gq_8F7X,Gq,Gq/11,TM4-TM5,0.583,0.49,0.635,3,0.625,0.635,0.49,fraction
Gq_8F7X,Gq,Gq/11,TM5-TM6,0.187,0.115,0.315,3,0.13,0.115,0.315,fraction
Gq_8F7X,Gq,Gq/11,TM6-TM7,0.022,0.015,0.03,3,0.02,0.015,0.03,fraction
Gq_8F7X,Gq,Gq/11,TM7-TM1,0.748,0.65,0.8,3,0.65,0.795,0.8,fraction
Gq_8H0P,Gq,Gq/11,TM1-TM2,0.263,0.14,0.41,3,0.14,0.24,0.41,fraction
Gq_8H0P,Gq,Gq/11,TM2-TM3,0.003,0.0,0.01,3,0.0,0.01,0.0,fraction
Gq_8H0P,Gq,Gq/11,TM3-TM4,0.555,0.52,0.615,3,0.53,0.615,0.52,fraction
Gq_8H0P,Gq,Gq/11,TM4-TM5,0.112,0.065,0.14,3,0.13,0.065,0.14,fraction
Gq_8H0P,Gq,Gq/11,TM5-TM6,0.147,0.0,0.43,3,0.43,0.01,0.0,fraction
Gq_8H0P,Gq,Gq/11,TM6-TM7,0.462,0.065,0.725,3,0.725,0.595,0.065,fraction
Gq_8H0P,Gq,Gq/11,TM7-TM1,0.537,0.505,0.58,3,0.58,0.505,0.525,fraction
Gq_8HCQ,Gq,Gq/11,TM1-TM2,0.393,0.165,0.53,3,0.53,0.485,0.165,fraction
Gq_8HCQ,Gq,Gq/11,TM2-TM3,0.012,0.0,0.03,3,0.005,0.03,0.0,fraction
Gq_8HCQ,Gq,Gq/11,TM3-TM4,0.207,0.175,0.25,3,0.195,0.175,0.25,fraction
Gq_8HCQ,Gq,Gq/11,TM4-TM5,0.277,0.185,0.45,3,0.185,0.195,0.45,fraction
Gq_8HCQ,Gq,Gq/11,TM5-TM6,0.052,0.01,0.125,3,0.01,0.02,0.125,fraction
Gq_8HCQ,Gq,Gq/11,TM6-TM7,0.133,0.015,0.295,3,0.015,0.295,0.09,fraction
Gq_8HCQ,Gq,Gq/11,TM7-TM1,0.727,0.52,0.85,3,0.81,0.85,0.52,fraction
Gq_8HCX,Gq,Gq/11,TM1-TM2,0.178,0.025,0.295,3,0.215,0.295,0.025,fraction
Gq_8HCX,Gq,Gq/11,TM2-TM3,0.005,0.0,0.01,3,0.005,0.01,0.0,fraction
Gq_8HCX,Gq,Gq/11,TM3-TM4,0.413,0.33,0.54,3,0.37,0.54,0.33,fraction
Gq_8HCX,Gq,Gq/11,TM4-TM5,0.253,0.105,0.405,3,0.105,0.405,0.25,fraction
Gq_8HCX,Gq,Gq/11,TM5-TM6,0.027,0.02,0.03,3,0.02,0.03,0.03,fraction
Gq_8HCX,Gq,Gq/11,TM6-TM7,0.043,0.035,0.055,3,0.035,0.055,0.04,fraction
Gq_8HCX,Gq,Gq/11,TM7-TM1,0.705,0.68,0.745,3,0.69,0.68,0.745,fraction
Gq_8IBV,Gq,Gq/11,TM1-TM2,0.178,0.075,0.32,3,0.075,0.14,0.32,fraction
Gq_8IBV,Gq,Gq/11,TM2-TM3,0.19,0.075,0.31,3,0.31,0.075,0.185,fraction
Gq_8IBV,Gq,Gq/11,TM3-TM4,0.147,0.12,0.185,3,0.135,0.185,0.12,fraction
Gq_8IBV,Gq,Gq/11,TM4-TM5,0.128,0.095,0.16,3,0.16,0.13,0.095,fraction
Gq_8IBV,Gq,Gq/11,TM5-TM6,0.338,0.24,0.44,3,0.335,0.44,0.24,fraction
Gq_8IBV,Gq,Gq/11,TM6-TM7,0.212,0.145,0.28,3,0.145,0.21,0.28,fraction
Gq_8IBV,Gq,Gq/11,TM7-TM1,0.425,0.275,0.62,3,0.38,0.275,0.62,fraction
Gq_8IUK,Gq,Gq/11,TM1-TM2,0.108,0.02,0.245,3,0.06,0.02,0.245,fraction
Gq_8IUK,Gq,Gq/11,TM2-TM3,0.017,0.0,0.045,3,0.0,0.005,0.045,fraction
Gq_8IUK,Gq,Gq/11,TM3-TM4,0.13,0.085,0.19,3,0.19,0.085,0.115,fraction
Gq_8IUK,Gq,Gq/11,TM4-TM5,0.012,0.005,0.015,3,0.005,0.015,0.015,fraction
Gq_8IUK,Gq,Gq/11,TM5-TM6,0.203,0.02,0.47,3,0.47,0.12,0.02,fraction
Gq_8IUK,Gq,Gq/11,TM6-TM7,0.1,0.045,0.185,3,0.045,0.07,0.185,fraction
Gq_8IUK,Gq,Gq/11,TM7-TM1,0.422,0.26,0.55,3,0.55,0.26,0.455,fraction
Gq_8IYS,Gq,Gq/11,TM1-TM2,0.103,0.06,0.135,3,0.135,0.115,0.06,fraction
Gq_8IYS,Gq,Gq/11,TM2-TM3,0.003,0.0,0.005,3,0.005,0.0,0.005,fraction
Gq_8IYS,Gq,Gq/11,TM3-TM4,0.308,0.26,0.4,3,0.4,0.265,0.26,fraction
Gq_8IYS,Gq,Gq/11,TM4-TM5,0.105,0.05,0.165,3,0.165,0.1,0.05,fraction
Gq_8IYS,Gq,Gq/11,TM5-TM6,0.155,0.085,0.205,3,0.085,0.205,0.175,fraction
Gq_8IYS,Gq,Gq/11,TM6-TM7,0.208,0.115,0.28,3,0.115,0.28,0.23,fraction
Gq_8IYS,Gq,Gq/11,TM7-TM1,0.392,0.36,0.445,3,0.445,0.37,0.36,fraction
Gq_8J9N,Gq,Gq/11,TM1-TM2,0.147,0.03,0.33,3,0.03,0.08,0.33,fraction
Gq_8J9N,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_8J9N,Gq,Gq/11,TM3-TM4,0.672,0.605,0.725,3,0.685,0.605,0.725,fraction
Gq_8J9N,Gq,Gq/11,TM4-TM5,0.133,0.095,0.165,3,0.165,0.095,0.14,fraction
Gq_8J9N,Gq,Gq/11,TM5-TM6,0.342,0.29,0.42,3,0.42,0.29,0.315,fraction
Gq_8J9N,Gq,Gq/11,TM6-TM7,0.005,0.005,0.005,3,0.005,0.005,0.005,fraction
Gq_8J9N,Gq,Gq/11,TM7-TM1,0.045,0.02,0.085,3,0.02,0.085,0.03,fraction
Gq_8JBG,Gq,Gq/11,TM1-TM2,0.255,0.155,0.405,3,0.405,0.205,0.155,fraction
Gq_8JBG,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_8JBG,Gq,Gq/11,TM3-TM4,0.182,0.07,0.275,3,0.2,0.275,0.07,fraction
Gq_8JBG,Gq,Gq/11,TM4-TM5,0.122,0.06,0.16,3,0.145,0.16,0.06,fraction
Gq_8JBG,Gq,Gq/11,TM5-TM6,0.068,0.04,0.105,3,0.06,0.105,0.04,fraction
Gq_8JBG,Gq,Gq/11,TM6-TM7,0.02,0.0,0.03,3,0.0,0.03,0.03,fraction
Gq_8JBG,Gq,Gq/11,TM7-TM1,0.268,0.215,0.32,3,0.27,0.32,0.215,fraction
Gq_8WST,Gq,Gq/11,TM1-TM2,0.348,0.27,0.44,3,0.27,0.335,0.44,fraction
Gq_8WST,Gq,Gq/11,TM2-TM3,0.008,0.0,0.02,3,0.005,0.02,0.0,fraction
Gq_8WST,Gq,Gq/11,TM3-TM4,0.552,0.485,0.6,3,0.57,0.485,0.6,fraction
Gq_8WST,Gq,Gq/11,TM4-TM5,0.167,0.11,0.215,3,0.215,0.175,0.11,fraction
Gq_8WST,Gq,Gq/11,TM5-TM6,0.017,0.0,0.045,3,0.005,0.0,0.045,fraction
Gq_8WST,Gq,Gq/11,TM6-TM7,0.02,0.0,0.05,3,0.0,0.05,0.01,fraction
Gq_8WST,Gq,Gq/11,TM7-TM1,0.365,0.275,0.415,3,0.275,0.415,0.405,fraction
Gq_8WZ2,Gq,Gq/11,TM1-TM2,0.585,0.36,0.715,3,0.715,0.68,0.36,fraction
Gq_8WZ2,Gq,Gq/11,TM2-TM3,0.052,0.0,0.155,3,0.155,0.0,0.0,fraction
Gq_8WZ2,Gq,Gq/11,TM3-TM4,0.355,0.315,0.38,3,0.37,0.38,0.315,fraction
Gq_8WZ2,Gq,Gq/11,TM4-TM5,0.095,0.05,0.135,3,0.135,0.1,0.05,fraction
Gq_8WZ2,Gq,Gq/11,TM5-TM6,0.202,0.165,0.225,3,0.225,0.165,0.215,fraction
Gq_8WZ2,Gq,Gq/11,TM6-TM7,0.142,0.015,0.39,3,0.39,0.02,0.015,fraction
Gq_8WZ2,Gq,Gq/11,TM7-TM1,0.653,0.555,0.835,3,0.835,0.57,0.555,fraction
Gq_8XGS,Gq,Gq/11,TM1-TM2,0.08,0.055,0.1,3,0.055,0.1,0.085,fraction
Gq_8XGS,Gq,Gq/11,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_8XGS,Gq,Gq/11,TM3-TM4,0.913,0.885,0.95,3,0.885,0.905,0.95,fraction
Gq_8XGS,Gq,Gq/11,TM4-TM5,0.518,0.38,0.71,3,0.465,0.38,0.71,fraction
Gq_8XGS,Gq,Gq/11,TM5-TM6,0.058,0.0,0.125,3,0.0,0.125,0.05,fraction
Gq_8XGS,Gq,Gq/11,TM6-TM7,0.147,0.12,0.185,3,0.135,0.185,0.12,fraction
Gq_8XGS,Gq,Gq/11,TM7-TM1,0.207,0.15,0.27,3,0.2,0.15,0.27,fraction
Gq_8XOJ,Gq,Gq/11,TM1-TM2,0.145,0.015,0.255,3,0.255,0.015,0.165,fraction
Gq_8XOJ,Gq,Gq/11,TM2-TM3,0.082,0.0,0.135,3,0.135,0.0,0.11,fraction
Gq_8XOJ,Gq,Gq/11,TM3-TM4,0.598,0.525,0.64,3,0.525,0.63,0.64,fraction
Gq_8XOJ,Gq,Gq/11,TM4-TM5,0.187,0.105,0.295,3,0.16,0.105,0.295,fraction
Gq_8XOJ,Gq,Gq/11,TM5-TM6,0.305,0.195,0.4,3,0.32,0.195,0.4,fraction
Gq_8XOJ,Gq,Gq/11,TM6-TM7,0.07,0.015,0.15,3,0.15,0.015,0.045,fraction
Gq_8XOJ,Gq,Gq/11,TM7-TM1,0.85,0.825,0.885,3,0.825,0.885,0.84,fraction
Gq_8XOR,Gq,Gq/11,TM1-TM2,0.038,0.0,0.095,3,0.095,0.0,0.02,fraction
Gq_8XOR,Gq,Gq/11,TM2-TM3,0.077,0.005,0.17,3,0.17,0.005,0.055,fraction
Gq_8XOR,Gq,Gq/11,TM3-TM4,0.453,0.365,0.505,3,0.365,0.505,0.49,fraction
Gq_8XOR,Gq,Gq/11,TM4-TM5,0.098,0.02,0.21,3,0.065,0.21,0.02,fraction
Gq_8XOR,Gq,Gq/11,TM5-TM6,0.008,0.0,0.025,3,0.0,0.025,0.0,fraction
Gq_8XOR,Gq,Gq/11,TM6-TM7,0.067,0.04,0.115,3,0.045,0.115,0.04,fraction
Gq_8XOR,Gq,Gq/11,TM7-TM1,0.392,0.33,0.47,3,0.47,0.375,0.33,fraction
Gq_8Y53,Gq,Gq/11,TM1-TM2,0.26,0.165,0.42,3,0.195,0.42,0.165,fraction
Gq_8Y53,Gq,Gq/11,TM2-TM3,0.012,0.0,0.025,3,0.0,0.01,0.025,fraction
Gq_8Y53,Gq,Gq/11,TM3-TM4,0.682,0.655,0.71,3,0.71,0.68,0.655,fraction
Gq_8Y53,Gq,Gq/11,TM4-TM5,0.268,0.25,0.285,3,0.25,0.285,0.27,fraction
Gq_8Y53,Gq,Gq/11,TM5-TM6,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gq_8Y53,Gq,Gq/11,TM6-TM7,0.012,0.0,0.03,3,0.005,0.03,0.0,fraction
Gq_8Y53,Gq,Gq/11,TM7-TM1,0.615,0.52,0.75,3,0.575,0.52,0.75,fraction
Gq_8ZPT,Gq,Gq/11,TM1-TM2,0.338,0.215,0.5,3,0.299,0.215,0.5,fraction
Gq_8ZPT,Gq,Gq/11,TM2-TM3,0.01,0.0,0.02,3,0.0,0.02,0.01,fraction
Gq_8ZPT,Gq,Gq/11,TM3-TM4,0.43,0.355,0.551,3,0.551,0.385,0.355,fraction
Gq_8ZPT,Gq,Gq/11,TM4-TM5,0.128,0.08,0.174,3,0.174,0.13,0.08,fraction
Gq_8ZPT,Gq,Gq/11,TM5-TM6,0.154,0.138,0.17,3,0.138,0.17,0.155,fraction
Gq_8ZPT,Gq,Gq/11,TM6-TM7,0.183,0.02,0.505,3,0.024,0.02,0.505,fraction
Gq_8ZPT,Gq,Gq/11,TM7-TM1,0.629,0.585,0.71,3,0.593,0.585,0.71,fraction
G12_7SF7,G12-13,G12/13,TM1-TM2,0.005,0.005,0.005,3,0.005,0.005,0.005,fraction
G12_7SF7,G12-13,G12/13,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
G12_7SF7,G12-13,G12/13,TM3-TM4,0.597,0.575,0.61,3,0.575,0.605,0.61,fraction
G12_7SF7,G12-13,G12/13,TM4-TM5,0.437,0.395,0.49,3,0.49,0.425,0.395,fraction
G12_7SF7,G12-13,G12/13,TM5-TM6,0.058,0.02,0.09,3,0.09,0.065,0.02,fraction
G12_7SF7,G12-13,G12/13,TM6-TM7,0.17,0.07,0.23,3,0.23,0.21,0.07,fraction
G12_7SF7,G12-13,G12/13,TM7-TM1,0.057,0.015,0.1,3,0.1,0.015,0.055,fraction
G12_7SF8,G12-13,G12/13,TM1-TM2,0.21,0.15,0.275,3,0.15,0.275,0.205,fraction
G12_7SF8,G12-13,G12/13,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
G12_7SF8,G12-13,G12/13,TM3-TM4,0.425,0.38,0.45,3,0.38,0.45,0.445,fraction
G12_7SF8,G12-13,G12/13,TM4-TM5,0.537,0.475,0.57,3,0.475,0.565,0.57,fraction
G12_7SF8,G12-13,G12/13,TM5-TM6,0.047,0.02,0.07,3,0.05,0.02,0.07,fraction
G12_7SF8,G12-13,G12/13,TM6-TM7,0.088,0.07,0.105,3,0.07,0.105,0.09,fraction
G12_7SF8,G12-13,G12/13,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
G12_7T6B,G12-13,G12/13,TM1-TM2,0.13,0.095,0.165,3,0.095,0.165,0.13,fraction
G12_7T6B,G12-13,G12/13,TM2-TM3,0.003,0.0,0.01,3,0.01,0.0,0.0,fraction
G12_7T6B,G12-13,G12/13,TM3-TM4,0.307,0.27,0.365,3,0.285,0.365,0.27,fraction
G12_7T6B,G12-13,G12/13,TM4-TM5,0.03,0.01,0.07,3,0.01,0.07,0.01,fraction
G12_7T6B,G12-13,G12/13,TM5-TM6,0.347,0.07,0.745,3,0.225,0.07,0.745,fraction
G12_7T6B,G12-13,G12/13,TM6-TM7,0.007,0.0,0.02,3,0.0,0.0,0.02,fraction
G12_7T6B,G12-13,G12/13,TM7-TM1,0.165,0.12,0.235,3,0.14,0.12,0.235,fraction
G12_8IKL,G12-13,G12/13,TM1-TM2,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
G12_8IKL,G12-13,G12/13,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
G12_8IKL,G12-13,G12/13,TM3-TM4,0.542,0.39,0.775,3,0.46,0.775,0.39,fraction
G12_8IKL,G12-13,G12/13,TM4-TM5,0.567,0.51,0.655,3,0.655,0.51,0.535,fraction
G12_8IKL,G12-13,G12/13,TM5-TM6,0.158,0.095,0.23,3,0.23,0.095,0.15,fraction
G12_8IKL,G12-13,G12/13,TM6-TM7,0.085,0.025,0.16,3,0.07,0.16,0.025,fraction
G12_8IKL,G12-13,G12/13,TM7-TM1,0.003,0.0,0.01,3,0.0,0.01,0.0,fraction
G12_8KGG,G12-13,G12/13,TM1-TM2,0.142,0.015,0.36,3,0.05,0.36,0.015,fraction
G12_8KGG,G12-13,G12/13,TM2-TM3,0.015,0.0,0.035,3,0.035,0.01,0.0,fraction
G12_8KGG,G12-13,G12/13,TM3-TM4,0.538,0.43,0.66,3,0.66,0.43,0.525,fraction
G12_8KGG,G12-13,G12/13,TM4-TM5,0.262,0.07,0.62,3,0.095,0.62,0.07,fraction
G12_8KGG,G12-13,G12/13,TM5-TM6,0.397,0.205,0.62,3,0.365,0.62,0.205,fraction
G12_8KGG,G12-13,G12/13,TM6-TM7,0.005,0.0,0.01,3,0.01,0.0,0.005,fraction
G12_8KGG,G12-13,G12/13,TM7-TM1,0.482,0.375,0.585,3,0.585,0.485,0.375,fraction
G12_9IY8,G12-13,G12/13,TM1-TM2,0.572,0.315,0.76,3,0.64,0.315,0.76,fraction
G12_9IY8,G12-13,G12/13,TM2-TM3,0.003,0.0,0.005,3,0.005,0.005,0.0,fraction
G12_9IY8,G12-13,G12/13,TM3-TM4,0.947,0.91,0.97,3,0.96,0.91,0.97,fraction
G12_9IY8,G12-13,G12/13,TM4-TM5,0.853,0.765,0.94,3,0.94,0.765,0.855,fraction
G12_9IY8,G12-13,G12/13,TM5-TM6,0.248,0.19,0.35,3,0.19,0.35,0.205,fraction
G12_9IY8,G12-13,G12/13,TM6-TM7,0.012,0.005,0.02,3,0.005,0.01,0.02,fraction
G12_9IY8,G12-13,G12/13,TM7-TM1,0.803,0.78,0.835,3,0.78,0.835,0.795,fraction
